measurement_id,sample_id,replicate_id,sensor_id,target_bacterium,species_code,sensor_state,sensor_state_code,contamination_status,surface_type,sensor_lot,experimental_batch,operator_id,measurement_date,incubation_time_h,incubation_temperature_C,sample_mean_cfu_mL,sample_log10_mean_cfu_mL,qc_flag
EC_043_R1_1,EC_043,1,L05-EC_043-R1,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,PASS
EC_043_R1_2,EC_043,1,L05-EC_043-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,REVIEW
EC_043_R2_0,EC_043,2,L05-EC_043-R2,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,PASS
EC_043_R2_1,EC_043,2,L05-EC_043-R2,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,PASS
EC_043_R2_2,EC_043,2,L05-EC_043-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,PASS
EC_043_R3_0,EC_043,3,L05-EC_043-R3,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,REVIEW
EC_043_R3_1,EC_043,3,L05-EC_043-R3,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,PASS
EC_043_R3_2,EC_043,3,L05-EC_043-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L05,B02,OP03,2026-08-15,4.1,36.8,1803333.333,6.2561,PASS
EC_044_R1_0,EC_044,1,L03-EC_044-R1,Escherichia coli,EC,carbon_clean,0,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R1_1,EC_044,1,L03-EC_044-R1,Escherichia coli,EC,capture_probe,1,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R1_2,EC_044,1,L03-EC_044-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R2_0,EC_044,2,L03-EC_044-R2,Escherichia coli,EC,carbon_clean,0,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R2_1,EC_044,2,L03-EC_044-R2,Escherichia coli,EC,capture_probe,1,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R2_2,EC_044,2,L03-EC_044-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R3_0,EC_044,3,L03-EC_044-R3,Escherichia coli,EC,carbon_clean,0,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R3_1,EC_044,3,L03-EC_044-R3,Escherichia coli,EC,capture_probe,1,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_044_R3_2,EC_044,3,L03-EC_044-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Vidro,L03,B07,OP03,2026-08-17,4.06,37.0,0.0,,PASS
EC_045_R1_0,EC_045,1,L04-EC_045-R1,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R1_1,EC_045,1,L04-EC_045-R1,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R1_2,EC_045,1,L04-EC_045-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R2_0,EC_045,2,L04-EC_045-R2,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R2_1,EC_045,2,L04-EC_045-R2,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R2_2,EC_045,2,L04-EC_045-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R3_0,EC_045,3,L04-EC_045-R3,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R3_1,EC_045,3,L04-EC_045-R3,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_045_R3_2,EC_045,3,L04-EC_045-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B07,OP03,2026-08-26,3.79,37.3,6.667,0.8239,PASS
EC_046_R1_0,EC_046,1,L01-EC_046-R1,Escherichia coli,EC,carbon_clean,0,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R1_1,EC_046,1,L01-EC_046-R1,Escherichia coli,EC,capture_probe,1,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R1_2,EC_046,1,L01-EC_046-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R2_0,EC_046,2,L01-EC_046-R2,Escherichia coli,EC,carbon_clean,0,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R2_1,EC_046,2,L01-EC_046-R2,Escherichia coli,EC,capture_probe,1,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R2_2,EC_046,2,L01-EC_046-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R3_0,EC_046,3,L01-EC_046-R3,Escherichia coli,EC,carbon_clean,0,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R3_1,EC_046,3,L01-EC_046-R3,Escherichia coli,EC,capture_probe,1,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_046_R3_2,EC_046,3,L01-EC_046-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Vidro,L01,B01,OP01,2026-08-29,4.38,36.4,4066.667,3.6092,PASS
EC_047_R1_0,EC_047,1,L04-EC_047-R1,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R1_1,EC_047,1,L04-EC_047-R1,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R1_2,EC_047,1,L04-EC_047-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R2_0,EC_047,2,L04-EC_047-R2,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R2_1,EC_047,2,L04-EC_047-R2,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R2_2,EC_047,2,L04-EC_047-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R3_0,EC_047,3,L04-EC_047-R3,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R3_1,EC_047,3,L04-EC_047-R3,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_047_R3_2,EC_047,3,L04-EC_047-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B05,OP02,2026-08-29,3.88,36.7,0.0,,PASS
EC_048_R1_0,EC_048,1,L03-EC_048-R1,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R1_1,EC_048,1,L03-EC_048-R1,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R1_2,EC_048,1,L03-EC_048-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R2_0,EC_048,2,L03-EC_048-R2,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R2_1,EC_048,2,L03-EC_048-R2,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R2_2,EC_048,2,L03-EC_048-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R3_0,EC_048,3,L03-EC_048-R3,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,REVIEW
EC_048_R3_1,EC_048,3,L03-EC_048-R3,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_048_R3_2,EC_048,3,L03-EC_048-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L03,B06,OP01,2026-08-04,3.72,37.0,2103.333,3.3229,PASS
EC_049_R1_0,EC_049,1,L05-EC_049-R1,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R1_1,EC_049,1,L05-EC_049-R1,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R1_2,EC_049,1,L05-EC_049-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R2_0,EC_049,2,L05-EC_049-R2,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R2_1,EC_049,2,L05-EC_049-R2,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R2_2,EC_049,2,L05-EC_049-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R3_0,EC_049,3,L05-EC_049-R3,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R3_1,EC_049,3,L05-EC_049-R3,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_049_R3_2,EC_049,3,L05-EC_049-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L05,B09,OP03,2026-08-16,3.99,37.2,14166666.667,7.1513,PASS
EC_050_R1_0,EC_050,1,L01-EC_050-R1,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R1_1,EC_050,1,L01-EC_050-R1,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R1_2,EC_050,1,L01-EC_050-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R2_0,EC_050,2,L01-EC_050-R2,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R2_1,EC_050,2,L01-EC_050-R2,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R2_2,EC_050,2,L01-EC_050-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R3_0,EC_050,3,L01-EC_050-R3,Escherichia coli,EC,carbon_clean,0,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R3_1,EC_050,3,L01-EC_050-R3,Escherichia coli,EC,capture_probe,1,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_050_R3_2,EC_050,3,L01-EC_050-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L01,B01,OP01,2026-08-05,4.16,37.0,4763333.333,6.6779,PASS
EC_051_R1_0,EC_051,1,L03-EC_051-R1,Escherichia coli,EC,carbon_clean,0,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R1_1,EC_051,1,L03-EC_051-R1,Escherichia coli,EC,capture_probe,1,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,FAIL
EC_051_R1_2,EC_051,1,L03-EC_051-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R2_0,EC_051,2,L03-EC_051-R2,Escherichia coli,EC,carbon_clean,0,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R2_1,EC_051,2,L03-EC_051-R2,Escherichia coli,EC,capture_probe,1,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R2_2,EC_051,2,L03-EC_051-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R3_0,EC_051,3,L03-EC_051-R3,Escherichia coli,EC,carbon_clean,0,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R3_1,EC_051,3,L03-EC_051-R3,Escherichia coli,EC,capture_probe,1,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_051_R3_2,EC_051,3,L03-EC_051-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L03,B09,OP03,2026-09-01,4.28,37.4,19133333.333,7.2818,PASS
EC_052_R1_0,EC_052,1,L03-EC_052-R1,Escherichia coli,EC,carbon_clean,0,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R1_1,EC_052,1,L03-EC_052-R1,Escherichia coli,EC,capture_probe,1,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,REVIEW
EC_052_R1_2,EC_052,1,L03-EC_052-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R2_0,EC_052,2,L03-EC_052-R2,Escherichia coli,EC,carbon_clean,0,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R2_1,EC_052,2,L03-EC_052-R2,Escherichia coli,EC,capture_probe,1,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R2_2,EC_052,2,L03-EC_052-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R3_0,EC_052,3,L03-EC_052-R3,Escherichia coli,EC,carbon_clean,0,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R3_1,EC_052,3,L03-EC_052-R3,Escherichia coli,EC,capture_probe,1,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_052_R3_2,EC_052,3,L03-EC_052-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L03,B04,OP02,2026-08-17,3.84,36.7,25200.0,4.4014,PASS
EC_053_R1_0,EC_053,1,L04-EC_053-R1,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,REVIEW
EC_053_R1_1,EC_053,1,L04-EC_053-R1,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_053_R1_2,EC_053,1,L04-EC_053-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_053_R2_0,EC_053,2,L04-EC_053-R2,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_053_R2_1,EC_053,2,L04-EC_053-R2,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_053_R2_2,EC_053,2,L04-EC_053-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_053_R3_0,EC_053,3,L04-EC_053-R3,Escherichia coli,EC,carbon_clean,0,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,REVIEW
EC_053_R3_1,EC_053,3,L04-EC_053-R3,Escherichia coli,EC,capture_probe,1,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_053_R3_2,EC_053,3,L04-EC_053-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polipropileno,L04,B04,OP03,2026-09-01,4.15,37.1,0.0,,PASS
EC_054_R1_0,EC_054,1,L04-EC_054-R1,Escherichia coli,EC,carbon_clean,0,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_054_R1_1,EC_054,1,L04-EC_054-R1,Escherichia coli,EC,capture_probe,1,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,REVIEW
EC_054_R1_2,EC_054,1,L04-EC_054-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_054_R2_0,EC_054,2,L04-EC_054-R2,Escherichia coli,EC,carbon_clean,0,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_054_R2_1,EC_054,2,L04-EC_054-R2,Escherichia coli,EC,capture_probe,1,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,REVIEW
EC_054_R2_2,EC_054,2,L04-EC_054-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_054_R3_0,EC_054,3,L04-EC_054-R3,Escherichia coli,EC,carbon_clean,0,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_054_R3_1,EC_054,3,L04-EC_054-R3,Escherichia coli,EC,capture_probe,1,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_054_R3_2,EC_054,3,L04-EC_054-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Polietileno de alta densidade,L04,B10,OP03,2026-08-02,4.33,37.3,0.0,,PASS
EC_055_R1_0,EC_055,1,L03-EC_055-R1,Escherichia coli,EC,carbon_clean,0,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R1_1,EC_055,1,L03-EC_055-R1,Escherichia coli,EC,capture_probe,1,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R1_2,EC_055,1,L03-EC_055-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R2_0,EC_055,2,L03-EC_055-R2,Escherichia coli,EC,carbon_clean,0,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R2_1,EC_055,2,L03-EC_055-R2,Escherichia coli,EC,capture_probe,1,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R2_2,EC_055,2,L03-EC_055-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R3_0,EC_055,3,L03-EC_055-R3,Escherichia coli,EC,carbon_clean,0,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R3_1,EC_055,3,L03-EC_055-R3,Escherichia coli,EC,capture_probe,1,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_055_R3_2,EC_055,3,L03-EC_055-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L03,B05,OP02,2026-08-10,3.84,37.5,3.333,0.5229,PASS
EC_056_R1_0,EC_056,1,L03-EC_056-R1,Escherichia coli,EC,carbon_clean,0,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R1_1,EC_056,1,L03-EC_056-R1,Escherichia coli,EC,capture_probe,1,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R1_2,EC_056,1,L03-EC_056-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R2_0,EC_056,2,L03-EC_056-R2,Escherichia coli,EC,carbon_clean,0,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R2_1,EC_056,2,L03-EC_056-R2,Escherichia coli,EC,capture_probe,1,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R2_2,EC_056,2,L03-EC_056-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R3_0,EC_056,3,L03-EC_056-R3,Escherichia coli,EC,carbon_clean,0,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R3_1,EC_056,3,L03-EC_056-R3,Escherichia coli,EC,capture_probe,1,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_056_R3_2,EC_056,3,L03-EC_056-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B09,OP01,2026-08-24,4.19,36.9,16600.0,4.2201,PASS
EC_057_R1_0,EC_057,1,L02-EC_057-R1,Escherichia coli,EC,carbon_clean,0,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R1_1,EC_057,1,L02-EC_057-R1,Escherichia coli,EC,capture_probe,1,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R1_2,EC_057,1,L02-EC_057-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R2_0,EC_057,2,L02-EC_057-R2,Escherichia coli,EC,carbon_clean,0,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R2_1,EC_057,2,L02-EC_057-R2,Escherichia coli,EC,capture_probe,1,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R2_2,EC_057,2,L02-EC_057-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R3_0,EC_057,3,L02-EC_057-R3,Escherichia coli,EC,carbon_clean,0,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R3_1,EC_057,3,L02-EC_057-R3,Escherichia coli,EC,capture_probe,1,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,PASS
EC_057_R3_2,EC_057,3,L02-EC_057-R3,Escherichia coli,EC,capture_probe_16S_rRNA,2,1,Polipropileno,L02,B02,OP03,2026-09-03,4.01,37.4,5533.333,3.743,REVIEW
EC_058_R1_0,EC_058,1,L02-EC_058-R1,Escherichia coli,EC,carbon_clean,0,0,Aço inoxidável 304,L02,B06,OP01,2026-08-27,3.98,36.6,3.333,0.5229,PASS
EC_058_R1_1,EC_058,1,L02-EC_058-R1,Escherichia coli,EC,capture_probe,1,0,Aço inoxidável 304,L02,B06,OP01,2026-08-27,3.98,36.6,3.333,0.5229,PASS
EC_058_R1_2,EC_058,1,L02-EC_058-R1,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L02,B06,OP01,2026-08-27,3.98,36.6,3.333,0.5229,PASS
EC_058_R2_0,EC_058,2,L02-EC_058-R2,Escherichia coli,EC,carbon_clean,0,0,Aço inoxidável 304,L02,B06,OP01,2026-08-27,3.98,36.6,3.333,0.5229,PASS
EC_058_R2_1,EC_058,2,L02-EC_058-R2,Escherichia coli,EC,capture_probe,1,0,Aço inoxidável 304,L02,B06,OP01,2026-08-27,3.98,36.6,3.333,0.5229,PASS
EC_058_R2_2,EC_058,2,L02-EC_058-R2,Escherichia coli,EC,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L02,B06,OP01,2026-08-27,3.98,36.6,3.333,0.5229,PASS
