sample_id,plating_replicate_id,target_bacterium,contamination_status,plated_volume_mL,dilution_exponent,dilution_label,colony_count,plating_qualifier,calculated_cfu_mL,log10_cfu_mL
SA_004,1,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_004,2,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_004,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_005,1,Staphylococcus aureus,1,0.1,2,10^-2,61,Contável,61000.0,4.7853
SA_005,2,Staphylococcus aureus,1,0.1,2,10^-2,55,Contável,55000.0,4.7404
SA_005,3,Staphylococcus aureus,1,0.1,2,10^-2,60,Contável,60000.0,4.7782
SA_006,1,Staphylococcus aureus,1,0.1,2,10^-2,39,Contável,39000.0,4.5911
SA_006,2,Staphylococcus aureus,1,0.1,1,10^-1,398,Acima da faixa contável,39800.0,4.5999
SA_006,3,Staphylococcus aureus,1,0.1,2,10^-2,42,Contável,42000.0,4.6232
SA_007,1,Staphylococcus aureus,1,0.1,3,10^-3,102,Contável,1020000.0,6.0086
SA_007,2,Staphylococcus aureus,1,0.1,3,10^-3,97,Contável,970000.0,5.9868
SA_007,3,Staphylococcus aureus,1,0.1,3,10^-3,93,Contável,930000.0,5.9685
SA_008,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_008,2,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_008,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_009,1,Staphylococcus aureus,1,0.1,1,10^-1,36,Contável,3600.0,3.5563
SA_009,2,Staphylococcus aureus,1,0.1,1,10^-1,41,Contável,4100.0,3.6128
SA_009,3,Staphylococcus aureus,1,0.1,1,10^-1,41,Contável,4100.0,3.6128
SA_010,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_010,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_010,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_011,1,Staphylococcus aureus,1,0.1,3,10^-3,35,Contável,350000.0,5.5441
SA_011,2,Staphylococcus aureus,1,0.1,2,10^-2,338,Acima da faixa contável,338000.0,5.5289
SA_011,3,Staphylococcus aureus,1,0.1,3,10^-3,36,Contável,360000.0,5.5563
SA_012,1,Staphylococcus aureus,1,0.1,0,10^-0,27,Abaixo da faixa contável,270.0,2.4314
SA_012,2,Staphylococcus aureus,1,0.1,0,10^-0,23,Abaixo da faixa contável,230.0,2.3617
SA_012,3,Staphylococcus aureus,1,0.1,0,10^-0,24,Abaixo da faixa contável,240.0,2.3802
SA_013,1,Staphylococcus aureus,1,0.1,0,10^-0,50,Contável,500.0,2.699
SA_013,2,Staphylococcus aureus,1,0.1,0,10^-0,62,Contável,620.0,2.7924
SA_013,3,Staphylococcus aureus,1,0.1,0,10^-0,73,Contável,730.0,2.8633
SA_014,1,Staphylococcus aureus,1,0.1,3,10^-3,30,Contável,300000.0,5.4771
SA_014,2,Staphylococcus aureus,1,0.1,3,10^-3,22,Abaixo da faixa contável,220000.0,5.3424
SA_014,3,Staphylococcus aureus,1,0.1,2,10^-2,268,Contável,268000.0,5.4281
SA_015,1,Staphylococcus aureus,1,0.1,0,10^-0,11,Abaixo da faixa contável,110.0,2.0414
SA_015,2,Staphylococcus aureus,1,0.1,0,10^-0,33,Contável,330.0,2.5185
SA_015,3,Staphylococcus aureus,1,0.1,0,10^-0,20,Abaixo da faixa contável,200.0,2.301
SA_016,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_016,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_016,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_017,1,Staphylococcus aureus,1,0.1,3,10^-3,262,Contável,2620000.0,6.4183
SA_017,2,Staphylococcus aureus,1,0.1,3,10^-3,227,Contável,2270000.0,6.356
SA_017,3,Staphylococcus aureus,1,0.1,3,10^-3,294,Contável,2940000.0,6.4683
SA_018,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_018,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_018,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_019,1,Staphylococcus aureus,1,0.1,2,10^-2,64,Contável,64000.0,4.8062
SA_019,2,Staphylococcus aureus,1,0.1,2,10^-2,63,Contável,63000.0,4.7993
SA_019,3,Staphylococcus aureus,1,0.1,2,10^-2,59,Contável,59000.0,4.7709
SA_020,1,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_020,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_020,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_021,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_021,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_021,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_022,1,Staphylococcus aureus,0,0.1,0,10^-0,2,Colônias ocasionais,20.0,1.301
SA_022,2,Staphylococcus aureus,0,0.1,0,10^-0,2,Colônias ocasionais,20.0,1.301
SA_022,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_023,1,Staphylococcus aureus,1,0.1,4,10^-4,41,Contável,4100000.0,6.6128
SA_023,2,Staphylococcus aureus,1,0.1,3,10^-3,419,Acima da faixa contável,4190000.0,6.6222
SA_023,3,Staphylococcus aureus,1,0.1,3,10^-3,420,Acima da faixa contável,4200000.0,6.6232
SA_024,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_024,2,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_024,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_025,1,Staphylococcus aureus,1,0.1,1,10^-1,398,Acima da faixa contável,39800.0,4.5999
SA_025,2,Staphylococcus aureus,1,0.1,2,10^-2,44,Contável,44000.0,4.6435
SA_025,3,Staphylococcus aureus,1,0.1,1,10^-1,396,Acima da faixa contável,39600.0,4.5977
SA_026,1,Staphylococcus aureus,1,0.1,1,10^-1,167,Contável,16700.0,4.2227
SA_026,2,Staphylococcus aureus,1,0.1,1,10^-1,172,Contável,17200.0,4.2355
SA_026,3,Staphylococcus aureus,1,0.1,1,10^-1,168,Contável,16800.0,4.2253
SA_027,1,Staphylococcus aureus,1,0.1,3,10^-3,127,Contável,1270000.0,6.1038
SA_027,2,Staphylococcus aureus,1,0.1,3,10^-3,131,Contável,1310000.0,6.1173
SA_027,3,Staphylococcus aureus,1,0.1,3,10^-3,139,Contável,1390000.0,6.143
SA_028,1,Staphylococcus aureus,1,0.1,0,10^-0,189,Contável,1890.0,3.2765
SA_028,2,Staphylococcus aureus,1,0.1,0,10^-0,180,Contável,1800.0,3.2553
SA_028,3,Staphylococcus aureus,1,0.1,0,10^-0,176,Contável,1760.0,3.2455
SA_029,1,Staphylococcus aureus,1,0.1,1,10^-1,170,Contável,17000.0,4.2304
SA_029,2,Staphylococcus aureus,1,0.1,1,10^-1,157,Contável,15700.0,4.1959
SA_029,3,Staphylococcus aureus,1,0.1,1,10^-1,156,Contável,15600.0,4.1931
SA_030,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_030,2,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_030,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_031,1,Staphylococcus aureus,1,0.1,4,10^-4,43,Contável,4300000.0,6.6335
SA_031,2,Staphylococcus aureus,1,0.1,4,10^-4,50,Contável,5000000.0,6.699
SA_031,3,Staphylococcus aureus,1,0.1,4,10^-4,51,Contável,5100000.0,6.7076
SA_032,1,Staphylococcus aureus,1,0.1,0,10^-0,31,Contável,310.0,2.4914
SA_032,2,Staphylococcus aureus,1,0.1,0,10^-0,26,Abaixo da faixa contável,260.0,2.415
SA_032,3,Staphylococcus aureus,1,0.1,0,10^-0,23,Abaixo da faixa contável,230.0,2.3617
SA_033,1,Staphylococcus aureus,1,0.1,0,10^-0,26,Abaixo da faixa contável,260.0,2.415
SA_033,2,Staphylococcus aureus,1,0.1,0,10^-0,29,Abaixo da faixa contável,290.0,2.4624
SA_033,3,Staphylococcus aureus,1,0.1,0,10^-0,28,Abaixo da faixa contável,280.0,2.4472
SA_034,1,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_034,2,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_034,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_035,1,Staphylococcus aureus,1,0.1,2,10^-2,71,Contável,71000.0,4.8513
SA_035,2,Staphylococcus aureus,1,0.1,2,10^-2,83,Contável,83000.0,4.9191
SA_035,3,Staphylococcus aureus,1,0.1,2,10^-2,77,Contável,77000.0,4.8865
SA_036,1,Staphylococcus aureus,1,0.1,3,10^-3,175,Contável,1750000.0,6.243
SA_036,2,Staphylococcus aureus,1,0.1,3,10^-3,156,Contável,1560000.0,6.1931
SA_036,3,Staphylococcus aureus,1,0.1,3,10^-3,157,Contável,1570000.0,6.1959
SA_037,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_037,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_037,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_038,1,Staphylococcus aureus,1,0.1,2,10^-2,59,Contável,59000.0,4.7709
SA_038,2,Staphylococcus aureus,1,0.1,2,10^-2,51,Contável,51000.0,4.7076
SA_038,3,Staphylococcus aureus,1,0.1,2,10^-2,56,Contável,56000.0,4.7482
SA_039,1,Staphylococcus aureus,1,0.1,3,10^-3,36,Contável,360000.0,5.5563
SA_039,2,Staphylococcus aureus,1,0.1,3,10^-3,57,Contável,570000.0,5.7559
SA_039,3,Staphylococcus aureus,1,0.1,2,10^-2,454,Acima da faixa contável,454000.0,5.6571
SA_040,1,Staphylococcus aureus,1,0.1,5,10^-5,20,Abaixo da faixa contável,20000000.0,7.301
SA_040,2,Staphylococcus aureus,1,0.1,4,10^-4,234,Contável,23400000.0,7.3692
SA_040,3,Staphylococcus aureus,1,0.1,4,10^-4,254,Contável,25400000.0,7.4048
SA_041,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_041,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_041,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_042,1,Staphylococcus aureus,1,0.1,0,10^-0,205,Contável,2050.0,3.3118
SA_042,2,Staphylococcus aureus,1,0.1,0,10^-0,201,Contável,2010.0,3.3032
SA_042,3,Staphylococcus aureus,1,0.1,0,10^-0,179,Contável,1790.0,3.2529
SA_043,1,Staphylococcus aureus,1,0.1,0,10^-0,20,Abaixo da faixa contável,200.0,2.301
SA_043,2,Staphylococcus aureus,1,0.1,0,10^-0,18,Abaixo da faixa contável,180.0,2.2553
SA_043,3,Staphylococcus aureus,1,0.1,0,10^-0,26,Abaixo da faixa contável,260.0,2.415
SA_044,1,Staphylococcus aureus,1,0.1,4,10^-4,209,Contável,20900000.0,7.3201
SA_044,2,Staphylococcus aureus,1,0.1,4,10^-4,237,Contável,23700000.0,7.3747
SA_044,3,Staphylococcus aureus,1,0.1,4,10^-4,211,Contável,21100000.0,7.3243
SA_045,1,Staphylococcus aureus,1,0.1,2,10^-2,39,Contável,39000.0,4.5911
SA_045,2,Staphylococcus aureus,1,0.1,1,10^-1,341,Acima da faixa contável,34100.0,4.5328
SA_045,3,Staphylococcus aureus,1,0.1,2,10^-2,40,Contável,40000.0,4.6021
SA_046,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_046,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_046,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_047,1,Staphylococcus aureus,0,0.1,0,10^-0,2,Colônias ocasionais,20.0,1.301
SA_047,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_047,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_048,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_048,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_048,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_049,1,Staphylococcus aureus,1,0.1,3,10^-3,163,Contável,1630000.0,6.2122
SA_049,2,Staphylococcus aureus,1,0.1,3,10^-3,172,Contável,1720000.0,6.2355
SA_049,3,Staphylococcus aureus,1,0.1,3,10^-3,153,Contável,1530000.0,6.1847
SA_050,1,Staphylococcus aureus,1,0.1,1,10^-1,50,Contável,5000.0,3.699
SA_050,2,Staphylococcus aureus,1,0.1,1,10^-1,57,Contável,5700.0,3.7559
SA_050,3,Staphylococcus aureus,1,0.1,1,10^-1,57,Contável,5700.0,3.7559
SA_051,1,Staphylococcus aureus,1,0.1,1,10^-1,312,Acima da faixa contável,31200.0,4.4942
SA_051,2,Staphylococcus aureus,1,0.1,1,10^-1,329,Acima da faixa contável,32900.0,4.5172
SA_051,3,Staphylococcus aureus,1,0.1,1,10^-1,304,Acima da faixa contável,30400.0,4.4829
SA_052,1,Staphylococcus aureus,1,0.1,3,10^-3,20,Abaixo da faixa contável,200000.0,5.301
SA_052,2,Staphylococcus aureus,1,0.1,2,10^-2,214,Contável,214000.0,5.3304
SA_052,3,Staphylococcus aureus,1,0.1,2,10^-2,220,Contável,220000.0,5.3424
SA_053,1,Staphylococcus aureus,1,0.1,0,10^-0,43,Contável,430.0,2.6335
SA_053,2,Staphylococcus aureus,1,0.1,0,10^-0,47,Contável,470.0,2.6721
SA_053,3,Staphylococcus aureus,1,0.1,0,10^-0,52,Contável,520.0,2.716
SA_054,1,Staphylococcus aureus,1,0.1,0,10^-0,17,Abaixo da faixa contável,170.0,2.2304
SA_054,2,Staphylococcus aureus,1,0.1,0,10^-0,24,Abaixo da faixa contável,240.0,2.3802
SA_054,3,Staphylococcus aureus,1,0.1,0,10^-0,30,Contável,300.0,2.4771
SA_055,1,Staphylococcus aureus,1,0.1,3,10^-3,177,Contável,1770000.0,6.248
SA_055,2,Staphylococcus aureus,1,0.1,3,10^-3,169,Contável,1690000.0,6.2279
SA_055,3,Staphylococcus aureus,1,0.1,3,10^-3,183,Contável,1830000.0,6.2625
SA_056,1,Staphylococcus aureus,1,0.1,4,10^-4,113,Contável,11300000.0,7.0531
SA_056,2,Staphylococcus aureus,1,0.1,4,10^-4,125,Contável,12500000.0,7.0969
SA_056,3,Staphylococcus aureus,1,0.1,4,10^-4,105,Contável,10500000.0,7.0212
SA_057,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_057,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_057,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_058,1,Staphylococcus aureus,1,0.1,0,10^-0,106,Contável,1060.0,3.0253
SA_058,2,Staphylococcus aureus,1,0.1,0,10^-0,125,Contável,1250.0,3.0969
SA_058,3,Staphylococcus aureus,1,0.1,0,10^-0,91,Contável,910.0,2.959
SA_059,1,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_059,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_059,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_060,1,Staphylococcus aureus,1,0.1,0,10^-0,58,Contável,580.0,2.7634
SA_060,2,Staphylococcus aureus,1,0.1,0,10^-0,63,Contável,630.0,2.7993
SA_060,3,Staphylococcus aureus,1,0.1,0,10^-0,54,Contável,540.0,2.7324
SA_061,1,Staphylococcus aureus,1,0.1,2,10^-2,45,Contável,45000.0,4.6532
SA_061,2,Staphylococcus aureus,1,0.1,2,10^-2,40,Contável,40000.0,4.6021
SA_061,3,Staphylococcus aureus,1,0.1,1,10^-1,430,Acima da faixa contável,43000.0,4.6335
SA_062,1,Staphylococcus aureus,1,0.1,2,10^-2,91,Contável,91000.0,4.959
SA_062,2,Staphylococcus aureus,1,0.1,2,10^-2,111,Contável,111000.0,5.0453
SA_062,3,Staphylococcus aureus,1,0.1,2,10^-2,110,Contável,110000.0,5.0414
SA_063,1,Staphylococcus aureus,1,0.1,3,10^-3,72,Contável,720000.0,5.8573
SA_063,2,Staphylococcus aureus,1,0.1,3,10^-3,51,Contável,510000.0,5.7076
SA_063,3,Staphylococcus aureus,1,0.1,3,10^-3,67,Contável,670000.0,5.8261
SA_064,1,Staphylococcus aureus,1,0.1,1,10^-1,135,Contável,13500.0,4.1303
SA_064,2,Staphylococcus aureus,1,0.1,1,10^-1,162,Contável,16200.0,4.2095
SA_064,3,Staphylococcus aureus,1,0.1,1,10^-1,168,Contável,16800.0,4.2253
SA_065,1,Staphylococcus aureus,1,0.1,2,10^-2,352,Acima da faixa contável,352000.0,5.5465
SA_065,2,Staphylococcus aureus,1,0.1,3,10^-3,35,Contável,350000.0,5.5441
SA_065,3,Staphylococcus aureus,1,0.1,2,10^-2,354,Acima da faixa contável,354000.0,5.549
SA_066,1,Staphylococcus aureus,1,0.1,2,10^-2,115,Contável,115000.0,5.0607
SA_066,2,Staphylococcus aureus,1,0.1,2,10^-2,120,Contável,120000.0,5.0792
SA_066,3,Staphylococcus aureus,1,0.1,2,10^-2,98,Contável,98000.0,4.9912
SA_067,1,Staphylococcus aureus,1,0.1,0,10^-0,40,Contável,400.0,2.6021
SA_067,2,Staphylococcus aureus,1,0.1,0,10^-0,36,Contável,360.0,2.5563
SA_067,3,Staphylococcus aureus,1,0.1,0,10^-0,37,Contável,370.0,2.5682
SA_068,1,Staphylococcus aureus,1,0.1,1,10^-1,79,Contável,7900.0,3.8976
SA_068,2,Staphylococcus aureus,1,0.1,1,10^-1,67,Contável,6700.0,3.8261
SA_068,3,Staphylococcus aureus,1,0.1,1,10^-1,56,Contável,5600.0,3.7482
SA_069,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_069,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_069,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_070,1,Staphylococcus aureus,1,0.1,2,10^-2,165,Contável,165000.0,5.2175
SA_070,2,Staphylococcus aureus,1,0.1,2,10^-2,184,Contável,184000.0,5.2648
SA_070,3,Staphylococcus aureus,1,0.1,2,10^-2,174,Contável,174000.0,5.2405
SA_071,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_071,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_071,3,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_072,1,Staphylococcus aureus,1,0.1,4,10^-4,28,Abaixo da faixa contável,2800000.0,6.4472
SA_072,2,Staphylococcus aureus,1,0.1,3,10^-3,291,Contável,2910000.0,6.4639
SA_072,3,Staphylococcus aureus,1,0.1,4,10^-4,34,Contável,3400000.0,6.5315
SA_073,1,Staphylococcus aureus,1,0.1,2,10^-2,234,Contável,234000.0,5.3692
SA_073,2,Staphylococcus aureus,1,0.1,2,10^-2,250,Contável,250000.0,5.3979
SA_073,3,Staphylococcus aureus,1,0.1,2,10^-2,227,Contável,227000.0,5.356
SA_074,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_074,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_074,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_075,1,Staphylococcus aureus,1,0.1,0,10^-0,38,Contável,380.0,2.5798
SA_075,2,Staphylococcus aureus,1,0.1,0,10^-0,44,Contável,440.0,2.6435
SA_075,3,Staphylococcus aureus,1,0.1,0,10^-0,40,Contável,400.0,2.6021
SA_076,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_076,2,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_076,3,Staphylococcus aureus,0,0.1,0,10^-0,2,Colônias ocasionais,20.0,1.301
SA_077,1,Staphylococcus aureus,1,0.1,3,10^-3,201,Contável,2010000.0,6.3032
SA_077,2,Staphylococcus aureus,1,0.1,3,10^-3,222,Contável,2220000.0,6.3464
SA_077,3,Staphylococcus aureus,1,0.1,4,10^-4,27,Abaixo da faixa contável,2700000.0,6.4314
SA_078,1,Staphylococcus aureus,1,0.1,0,10^-0,40,Contável,400.0,2.6021
SA_078,2,Staphylococcus aureus,1,0.1,0,10^-0,34,Contável,340.0,2.5315
SA_078,3,Staphylococcus aureus,1,0.1,0,10^-0,38,Contável,380.0,2.5798
SA_079,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_079,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_079,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_080,1,Staphylococcus aureus,1,0.1,0,10^-0,63,Contável,630.0,2.7993
SA_080,2,Staphylococcus aureus,1,0.1,0,10^-0,88,Contável,880.0,2.9445
SA_080,3,Staphylococcus aureus,1,0.1,0,10^-0,62,Contável,620.0,2.7924
SA_081,1,Staphylococcus aureus,1,0.1,2,10^-2,319,Acima da faixa contável,319000.0,5.5038
SA_081,2,Staphylococcus aureus,1,0.1,2,10^-2,297,Contável,297000.0,5.4728
SA_081,3,Staphylococcus aureus,1,0.1,2,10^-2,312,Acima da faixa contável,312000.0,5.4942
SA_082,1,Staphylococcus aureus,1,0.1,2,10^-2,161,Contável,161000.0,5.2068
SA_082,2,Staphylococcus aureus,1,0.1,2,10^-2,155,Contável,155000.0,5.1903
SA_082,3,Staphylococcus aureus,1,0.1,2,10^-2,163,Contável,163000.0,5.2122
SA_083,1,Staphylococcus aureus,1,0.1,0,10^-0,75,Contável,750.0,2.8751
SA_083,2,Staphylococcus aureus,1,0.1,0,10^-0,71,Contável,710.0,2.8513
SA_083,3,Staphylococcus aureus,1,0.1,0,10^-0,94,Contável,940.0,2.9731
SA_084,1,Staphylococcus aureus,1,0.1,0,10^-0,37,Contável,370.0,2.5682
SA_084,2,Staphylococcus aureus,1,0.1,0,10^-0,19,Abaixo da faixa contável,190.0,2.2788
SA_084,3,Staphylococcus aureus,1,0.1,0,10^-0,30,Contável,300.0,2.4771
SA_085,1,Staphylococcus aureus,1,0.1,3,10^-3,128,Contável,1280000.0,6.1072
SA_085,2,Staphylococcus aureus,1,0.1,3,10^-3,142,Contável,1420000.0,6.1523
SA_085,3,Staphylococcus aureus,1,0.1,3,10^-3,143,Contável,1430000.0,6.1553
SA_086,1,Staphylococcus aureus,1,0.1,2,10^-2,41,Contável,41000.0,4.6128
SA_086,2,Staphylococcus aureus,1,0.1,2,10^-2,44,Contável,44000.0,4.6435
SA_086,3,Staphylococcus aureus,1,0.1,1,10^-1,525,Acima da faixa contável,52500.0,4.7202
SA_087,1,Staphylococcus aureus,1,0.1,3,10^-3,45,Contável,450000.0,5.6532
SA_087,2,Staphylococcus aureus,1,0.1,3,10^-3,60,Contável,600000.0,5.7782
SA_087,3,Staphylococcus aureus,1,0.1,3,10^-3,49,Contável,490000.0,5.6902
SA_088,1,Staphylococcus aureus,1,0.1,1,10^-1,77,Contável,7700.0,3.8865
SA_088,2,Staphylococcus aureus,1,0.1,1,10^-1,77,Contável,7700.0,3.8865
SA_088,3,Staphylococcus aureus,1,0.1,1,10^-1,88,Contável,8800.0,3.9445
SA_089,1,Staphylococcus aureus,1,0.1,0,10^-0,35,Contável,350.0,2.5441
SA_089,2,Staphylococcus aureus,1,0.1,0,10^-0,46,Contável,460.0,2.6628
SA_089,3,Staphylococcus aureus,1,0.1,0,10^-0,56,Contável,560.0,2.7482
SA_090,1,Staphylococcus aureus,1,0.1,2,10^-2,106,Contável,106000.0,5.0253
SA_090,2,Staphylococcus aureus,1,0.1,2,10^-2,118,Contável,118000.0,5.0719
SA_090,3,Staphylococcus aureus,1,0.1,2,10^-2,114,Contável,114000.0,5.0569
SA_091,1,Staphylococcus aureus,1,0.1,1,10^-1,89,Contável,8900.0,3.9494
SA_091,2,Staphylococcus aureus,1,0.1,1,10^-1,115,Contável,11500.0,4.0607
SA_091,3,Staphylococcus aureus,1,0.1,1,10^-1,111,Contável,11100.0,4.0453
SA_092,1,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_092,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_092,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_093,1,Staphylococcus aureus,1,0.1,3,10^-3,37,Contável,370000.0,5.5682
SA_093,2,Staphylococcus aureus,1,0.1,3,10^-3,42,Contável,420000.0,5.6232
SA_093,3,Staphylococcus aureus,1,0.1,2,10^-2,522,Acima da faixa contável,522000.0,5.7177
SA_094,1,Staphylococcus aureus,1,0.1,4,10^-4,145,Contável,14500000.0,7.1614
SA_094,2,Staphylococcus aureus,1,0.1,4,10^-4,147,Contável,14700000.0,7.1673
SA_094,3,Staphylococcus aureus,1,0.1,4,10^-4,143,Contável,14300000.0,7.1553
SA_095,1,Staphylococcus aureus,1,0.1,4,10^-4,76,Contável,7600000.0,6.8808
SA_095,2,Staphylococcus aureus,1,0.1,4,10^-4,69,Contável,6900000.0,6.8388
SA_095,3,Staphylococcus aureus,1,0.1,4,10^-4,61,Contável,6100000.0,6.7853
SA_096,1,Staphylococcus aureus,1,0.1,0,10^-0,47,Contável,470.0,2.6721
SA_096,2,Staphylococcus aureus,1,0.1,0,10^-0,28,Abaixo da faixa contável,280.0,2.4472
SA_096,3,Staphylococcus aureus,1,0.1,0,10^-0,45,Contável,450.0,2.6532
SA_097,1,Staphylococcus aureus,1,0.1,0,10^-0,45,Contável,450.0,2.6532
SA_097,2,Staphylococcus aureus,1,0.1,0,10^-0,55,Contável,550.0,2.7404
SA_097,3,Staphylococcus aureus,1,0.1,0,10^-0,44,Contável,440.0,2.6435
SA_098,1,Staphylococcus aureus,0,0.1,0,10^-0,1,Colônias ocasionais,10.0,1.0
SA_098,2,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_098,3,Staphylococcus aureus,0,0.1,0,10^-0,0,Sem crescimento,0.0,
SA_099,1,Staphylococcus aureus,1,0.1,3,10^-3,133,Contável,1330000.0,6.1239
SA_099,2,Staphylococcus aureus,1,0.1,3,10^-3,147,Contável,1470000.0,6.1673
SA_099,3,Staphylococcus aureus,1,0.1,3,10^-3,114,Contável,1140000.0,6.0569
SA_100,1,Staphylococcus aureus,1,0.1,2,10^-2,19,Abaixo da faixa contável,19000.0,4.2788
